name,school,subschool,descriptor,spell_level,casting_time,components,costly_components,range,area,effect,targets,duration,dismissible,shapeable,saving_throw,spell_resistence,description,description_formated,source,verbal,somatic,material,focus,divine_focus,sor,wiz,cleric,druid,ranger,bard,paladin,alchemist,summoner,witch,inquisitor,oracle,antipaladin,magus,deity,SLA_Level,domain,short_description,acid,air,chaotic,cold,curse,darkness,death,disease,earth,electricity,emotion,evil,fear,fire,force,good,language_dependent,lawful,light,mind_affecting,pain,poison,shadow,sonic,water,linktext,id,material_costs,bloodline,patron,mythic_text,augmented,mythic
"Resist Energy, Communal",abjuration,,,"alchemist 3, cleric 3/oracle 3, druid 3, inquisitor 3, paladin 3, ranger 3, sorcerer/wizard 3, summoner 3",1 standard action,"V, S, DF",0,touch,,,creatures touched,10 min./level,0,0,Fortitude negates (harmless),yes (harmless),"This spell functions like resist energy, except you divide the duration in 10-minute intervals among the creatures touched.","<p>This spell functions like <i>resist energy</i>, except you divide the duration in 10-minute intervals among the creatures touched.</p>",Ultimate Combat,1,1,0,0,1,3,3,3,3,3,NULL,3,3,3,NULL,3,3,NULL,NULL,,3,,"As resist energy, but you may divide the duration among creatures touched.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Resist Energy, Communal",1399,NULL,,,,,0
Returning Weapon,conjuration,teleportation,,"bard 2, cleric 2/oracle 2, inquisitor 1, magus 1, ranger 1, sorcerer/wizard 2, witch 2",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one weapon that can be thrown,1 minute/level,0,0,"Will negates (harmless, object)","yes (harmless, object)","For the duration of the spell, the target weapon acts as if it had the returning weapon special ability (see page 471 of the Core Rulebook). This spell can be used as the prerequisite for the returning weapon special ability.","<p>For the duration of the spell, the target weapon acts as if it had the <i>returning</i> weapon special ability (see page 471 of the <i>Core</i> Rulebook). This spell can be used as the prerequisite for the <i>returning</i> weapon special ability.</p>",Ultimate Combat,1,1,0,0,0,2,2,2,NULL,1,2,NULL,NULL,NULL,2,1,2,NULL,1,,2,,Grants a weapon the returning special weapon quality.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Returning Weapon,1400,NULL,,,,,0
"Returning Weapon, Communal",conjuration,teleportation,,"bard 3, cleric 3/oracle 3, inquisitor 2, magus 2, ranger 2, sorcerer/wizard 3, witch 3",1 standard action,"V, S",0,close (25 ft. + 5 ft./2 levels),,,creatures touched,1 minute/level,0,0,"Will negates (harmless, object)","yes (harmless, object)","For the duration of the spell, the target weapon acts as if it had the returning weapon special ability (see page 471 of the Core Rulebook). This spell can be used as the prerequisite for the returning weapon special ability.","<p>For the duration of the spell, the target weapon acts as if it had the <i>returning</i> weapon special ability (see page 471 of the <i>Core</i> Rulebook). This spell can be used as the prerequisite for the <i>returning</i> weapon special ability.</p>",Ultimate Combat,1,1,0,0,0,3,3,3,NULL,2,3,NULL,NULL,NULL,3,2,3,NULL,2,,3,,"As returning weapon, but you may divide the duration among weapons touched.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Returning Weapon, Communal",1401,NULL,,,,,0
Ricochet Shot,evocation,,,"ranger 2, sorcerer/wizard 2",1 standard action,"V, S, M (a wishbone)",0,close (25 ft. + 5 ft./2 levels),,,one projectile weapon,1 round/level or until discharged,0,0,"Will negates (harmless, object)","yes (harmless, object)","You imbue a projectile weapon with the ability to ricochet any projectiles that hit one target so that they also hit another. When the wielder ricochets a projectile, she selects a primary target to attack. If she hits the primary target, the projectile ricochets instead of being destroyed. The wielder can then select a secondary target that is within 20 feet of the primary target. She makes an attack roll against the secondary target at the same base attack bonus, but does not gain the benefit from any enhancement bonuses or magic qualities on the projectile. If the shot comes from a firearm, the ricochet targets normal AC rather than touch AC. While the spell lasts, the target weapon's wielder can ricochet one projectile per three caster levels you possess, to a maximum of six at caster level 18th. Once the target weapon's wielder ricochets that many shots, the spell is discharged. If the weapon's wielder fails to use all the ricochets before the spell end, those ricochets are wasted.","<p>You imbue a projectile weapon with the ability to ricochet any projectiles that hit one target so that they also hit another. When the wielder ricochets a projectile, she selects a primary target to attack. If she hits the primary target, the projectile ricochets instead of being destroyed. The wielder can then select a secondary target that is within 20 feet of the primary target. She makes an attack roll against the secondary target at the same base attack bonus, but does not gain the benefit from any enhancement bonuses or magic qualities on the projectile. If the shot comes from a firearm, the ricochet targets normal AC rather than touch AC. While the spell lasts, the target weapon's wielder can ricochet one projectile per three caster levels you possess, to a maximum of six at caster level 18th. Once the target weapon's wielder ricochets that many shots, the spell is discharged. If the weapon's wielder fails to use all the ricochets before the spell end, those ricochets are wasted.</p>",Ultimate Combat,1,1,1,0,0,2,2,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2,,Imbues a projectile weapon to give its ammunition the ability to ricochet.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ricochet Shot,1402,NULL,,,"If the attack hits the secondary target, the wielder can select a tertiary target within 20 feet of the secondary target. This functions like a ricochet off the primary target. The tertiary target must be a different creature than the primary target.","Augmented (3rd): If you expend two uses of mythic power, the secondary and tertiary attacks gain the enhancement bonus and magic qualities of the attack against the primary target.",1
See Alignment,divination,,,"alchemist 1, bard 1, sorcerer/wizard 1",1 standard action,"V, S, M (eye of newt)",0,personal,,,you,1/round per level,0,0,,,"When you cast this spell, select a single alignment (such as lawful good or chaotic evil). Creatures of that alignment glow with a ghostly radiance while they are within your vision. Though you can see this radiance, other creatures cannot. Spells and effects that obscure alignment, like undetectable alignment, also obscure the effects of this spell.","<p>When you cast this spell, select a single alignment (such as lawful good or chaotic evil). Creatures of that alignment glow with a ghostly radiance while they are within your vision. Though you can see this radiance, other creatures cannot. Spells and effects that obscure alignment, like <i>undetectable alignment</i>, also obscure the effects of this spell.</p>",Ultimate Combat,1,1,1,0,0,1,1,NULL,NULL,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,,1,,"Pick an alignment; in your sight, creatures and items with that alignment emit a ghostly radiance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,See Alignment,1403,NULL,,,,,0
Shadow Bomb Admixture,conjuration,creation,,alchemist 2,1 standard action,"V, S",0,personal,,,you,1 round/level,0,0,"special, see below","special, see below","Upon drinking an extract created with this formula, you make a significant change to your magical reserve that modifies the nature of all bombs you create and throw during this extract's duration. This effect on your magical reserve has no effect on any discoveries that you use to modify your bombs, but you can only have one admixture effect (formula with the word ""bomb admixture"" in its title) active at a time. If you drink another bomb admixture, the effects of the former bomb admixture end and the new one becomes active. When you throw a bomb and hit a direct target, a shadowy substance is released from the bomb covering the direct target and up to three creatures that take damage from the bomb's splash (alchemist's choice). The affected creatures must successfully make a Fortitude saving throw, or they gain concealment but treat all other creatures as having concealment for the duration of the shadow bomb admixture. This effect does not ignore spell resistance.","<p>Upon drinking an extract created with this formula, you make a significant change to your magical reserve that modifies the nature of all bombs you create and throw during this extract's duration. This effect on your magical reserve has no effect on any discoveries that you use to modify your bombs, but you can only have one admixture effect (formula with the word ""bomb admixture"" in its title) active at a time. If you drink another bomb admixture, the effects of the former bomb admixture end and the new one becomes active. When you throw a bomb and hit a direct target, a shadowy substance is released from the bomb covering the direct target and up to three creatures that take damage from the bomb's splash (alchemist's choice). The affected creatures must successfully make a Fortitude saving throw, or they gain concealment but treat all other creatures as having concealment for the duration of the <i>shadow bomb admixture</i>. This effect does not ignore spell resistance.</p>",Ultimate Combat,1,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,,2,,Empowers bombs you throw to cover the target with a shadowy substance that grants it concealment and limits its vision.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shadow Bomb Admixture,1404,NULL,,,,,0
"Share Language, Communal",divination,,,"bard 2, cleric 3/oracle 3, druid 3, sorcerer/wizard 3",1 standard action,"V, S, M (a page from a dictionary)",0,touch,,,creatures touched,24 hours,0,0,Will negates (harmless),yes (harmless),"This spell functions like share language (Advanced Player's Guide 243), except you divide the duration in 1-hour increments among the creatures touched.","<p>This spell functions like <i>share language</i> (Advanced Player's Guide 243), except you divide the duration in 1-hour increments among the creatures touched.</p>",Ultimate Combat,1,1,1,0,0,3,3,3,3,NULL,2,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,,3,,"As share language, but you may divide the duration among creatures touched.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Share Language, Communal",1405,NULL,,,,,0
Shock Shield,abjuration,,"electricity, force","alchemist 1, magus 1, sorcerer/wizard 1",1 standard action,"V, S",0,personal,,,you,1 minutes/level (D),1,0,,,"This spell creates an invisible shield similar to but not as strong as the shield spell. This shield hovers in front of you and negates magic missile attacks directed at you. The disk provides a +2 shield bonus to AC. This bonus applies against incorporeal touch attacks. At any time, as a free action, you may dismiss your shield, at which point it deals 1d6 points of electrical damage to all creatures within a 5-foot burst, including you. A Reflex saving throw halves the damage.","<p>This spell creates an invisible <i>shield</i> similar to but not as strong as the <i>shield</i> spell. This <i>shield</i> hovers in front of you and negates <i>magic missile</i> attacks directed at you. The disk provides a +2 <i>shield</i> bonus to AC. This bonus applies against incorporeal touch attacks. At any time, as a free action, you may dismiss your <i>shield</i>, at which point it deals 1d6 points of electrical damage to all creatures within a 5-foot burst, including you. A Reflex saving throw halves the damage.</p>",Ultimate Combat,1,1,0,0,0,1,1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,,1,,A shield of force protects you until you dismiss it in an explosion of electricity.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Shock Shield,1406,NULL,,,,,0
Shocking Image,illusion,figment,electricity,"bard 4, sorcerer/wizard 4",1 standard action,"V, S",0,personal,,,you,1 minute/level,0,0,none,see text,"This spell works like mirror image, except the illusory doubles it creates discharge an electric shock when destroyed. An opponent that uses a melee attack to destroy one of your images takes 2d6 points of electricity damage. You must overcome a target's spell resistance the first time you deal this electricity damage to it. Failure renders the target immune to damage from this spell.","<p>This spell works like <i>mirror image</i>, except the illusory doubles it creates discharge an electric shock when destroyed. An opponent that uses a melee attack to destroy one of your images takes 2d6 points of electricity damage. You must overcome a target's spell resistance the first time you deal this electricity damage to it. Failure renders the target immune to damage from this spell.</p>",Ultimate Combat,1,1,0,0,0,4,4,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,4,,"As mirror image, but the duplicates emit electrical damage when destroyed.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Shocking Image,1407,NULL,,,,,0
Siege of Trees,transmutation,,,druid 7,10 minutes,"V, S",0,close (25 ft. + 5 ft./2 levels),,,one Large plant per three caster levels,1 hour/level (D),1,0,none,no,"You imbue inanimate plants with limited mobility and a semblance of life. Each plant targeted acts as a light catapult (see page 162) until the end of the spell's duration, though you must spend a standard action to aim each of these tree catapults before the first time they fire, and anytime thereafter when you want the trees to fire at a new target. With a free action, you can command one or all of the trees under your command to stop firing. You do not need to supply ammunition to these tree catapults; they will automatically load themselves with rocks and boulders in the area, digging them deep from the ground if need be. You can supply the trees ammunition if you desire. The tree will not load flaming ammunition, and these catapult trees cannot be affected by energy siege shot (see page 228) if the energy selected is fire.","<p>You imbue inanimate plants with limited mobility and a semblance of life. Each plant targeted acts as a light catapult (see page 162) until the end of the spell's duration, though you must spend a standard action to aim each of these tree catapults before the first time they fire, and anytime thereafter when you want the trees to fire at a new target. With a free action, you can command one or all of the trees under your command to stop firing. You do not need to supply ammunition to these tree catapults; they will automatically load themselves with rocks and boulders in the area, digging them deep from the ground if need be. You can supply the trees ammunition if you desire. The tree will not load flaming ammunition, and these catapult trees cannot be affected by <i>energy siege shot</i> (see page 228) if the energy selected is fire.</p>",Ultimate Combat,1,1,0,0,0,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,7,,Transforms Large trees into arboreal catapults of the same size.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Siege of Trees,1408,NULL,,,,,0
"Siege of Trees, Greater",transmutation,,,druid 9,10 minutes,"V,S",0,close (25 ft. + 5 ft./2 levels),,,"one Gargantuan, Huge, or Large plant per three caster levels",1 hour/level (D),1,0,none,no,"As siege of trees, but you can affect larger-sized plants. Each plant acts as a catapult of its size.","<p>As <i>siege of trees</i>, but you can affect larger-sized plants. Each plant acts as a catapult of its size.</p>",Ultimate Combat,1,1,0,0,0,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,9,,"As siege of trees, but can transform Huge and Gargantuan trees into arboreal catapults of the same size.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Siege of Trees, Greater",1409,NULL,,,,,0
"Spell Immunity, Communal",abjuration,,,"cleric 5/oracle 5, inquisitor 5",1 standard action,"V, S, DF",0,touch,,,creatures touched,10 min./level,0,0,Will negates (harmless),yes (harmless),"This spell functions like spell immunity, except you divide the duration in 10-minute intervals among the creatures touched.","<p>This spell functions like <i>spell immunity</i>, except you divide the duration in 10-minute intervals among the creatures touched.</p>",Ultimate Combat,1,1,0,0,1,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,5,NULL,NULL,,5,,"As spell immunity, but you may divide the duration among creatures touched.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spell Immunity, Communal",1410,NULL,,,,,0
"Spell Immunity, Greater Communal",abjuration,,,cleric 9/oracle 9,1 standard action,"V, S, DF",0,touch,,,creatures touched,10 min./level,0,0,Will negates (harmless),yes (harmless),"This spell functions like greater spell immunity, except you divide the duration among the creatures in 10-minute intervals among the creatures touched.","<p>This spell functions like <i>greater spell immunity</i>, except you divide the duration among the creatures in 10-minute intervals among the creatures touched.</p>",Ultimate Combat,1,1,0,0,1,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,,9,,"As greater spell immunity, but you may divide the duration among creatures touched.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spell Immunity, Greater Communal",1411,NULL,,,,,0
"Spider Climb, Communal",transmutation,,,"alchemist 3, druid 3, sorcerer/wizard 3, summoner 3",1 standard action,"V, S, M (a live spider)",0,touch,,,creatures touched,10 min./level,0,0,Will negates (harmless),yes (harmless),"This spell functions like spider climb, except you divide the duration in 10-minute intervals among the creatures touched.","<p>This spell functions like <i>spider climb</i>, except you divide the duration in 10-minute intervals among the creatures touched.</p>",Ultimate Combat,1,1,1,0,0,3,3,NULL,3,NULL,NULL,NULL,3,3,NULL,NULL,NULL,NULL,NULL,,3,,"As spider climb, but you may divide the duration among creatures touched.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spider Climb, Communal",1412,NULL,,,,,0
Spontaneous Immolation,evocation,,fire,sorcerer/wizard 2,1 standard action,"V, S, M (pinch of saltpeter)",0,medium (100 ft. + 10 ft./level),,,one creature,instantaneous,0,0,Fortitude half and Reflex (see description),yes,"You point your finger at a creature, causing it to spontaneously burst into flame. The target takes 3d6 points of fire damage and catches on fire (Pathfinder RPG Core Rulebook 444). A successful Fortitude save reduces this damage by half and prevents the target from catching on fire. Each round on your turn, a burning target can attempt a new save to extinguish the flames (DC equal to the DC of the spell); otherwise it takes another 1d6 fire damage.","<p>You point your finger at a creature, causing it to spontaneously burst into flame. The target takes 3d6 points of fire damage and catches on fire (<i>Pathfinder RPG Core Rulebook</i> 444). A successful Fortitude save reduces this damage by half and prevents the target from catching on fire. Each round on your turn, a burning target can attempt a new save to extinguish the flames (DC equal to the DC of the spell); otherwise it takes another 1d6 fire damage.</p>",Ultimate Combat,1,1,1,0,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2,,Target takes 3d6 points of fire damage and catches on fire.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Spontaneous Immolation,1413,NULL,,,,,0
Stabilize Powder,transmutation,,,"sorcerer/wizard 2, witch 2",1 standard action,"V, S, M (a few drops of liquor)",0,close (25 ft. + 5 ft./2 levels),,,1 loaded firearm,instantaneous,0,0,"Will negates (harmless, object)","yes (harmless, object)","Ammunition currently loaded in the target firearm is less prone to misfire. Decrease the misfire range by 1 + 1 per five caster levels (maximum +5, minimum misfire 0) for the ammunition currently loaded into that firearm.","<p>Ammunition currently loaded in the target firearm is less prone to misfire. Decrease the misfire range by 1 + 1 per five caster levels (maximum +5, minimum misfire 0) for the ammunition currently loaded into that firearm.</p>",Ultimate Combat,1,1,1,0,0,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,,2,,Ammunition in the targeted firearm is less likely to misfire.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stabilize Powder,1414,NULL,,,,,0
"Stoneskin, Communal",abjuration,,,"alchemist 5, druid 6, inquisitor 5, sorcerer/wizard 5, summoner 4",1 standard action,"V, S, M (granite and diamond dust worth 100 gp per creature affected)",1,touch,,,creatures touched,10 min./level or until discharged,0,0,Will negates (harmless),yes (harmless),"This spell functions like stoneskin, except you divide the duration in 10 minute intervals among the creatures touched. Once the spell has prevented 10 points of damage per caster level (maximum 150 points) for a subject, the spell's effects end for that subject.","<p>This spell functions like <i>stoneskin</i>, except you divide the duration in 10 minute intervals among the creatures touched. Once the spell has prevented 10 points of damage per caster level (maximum 150 points) for a subject, the spell's effects end for that subject.</p>",Ultimate Combat,1,1,1,0,0,5,5,NULL,6,NULL,NULL,NULL,5,4,NULL,5,NULL,NULL,NULL,,5,,"As stoneskin, but you may divide the duration among creatures touched.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stoneskin, Communal",1415,100,,,,,0
Summoner Conduit,necromancy,,,"cleric 4/oracle 4, sorcerer/wizard 5, summoner 4, witch 5",1 standard action,"V, S, M (two flies)",0,close (25 ft. + 5 ft./2 levels),,,one summoned creature or eidolon,1 minute/level,0,0,Will negates,yes,"You exploit the invisible, mystic connection between the target creature and its summoner to harm that summoner. Whenever the target's summoned creature is the target of a spell that deals damage, the target's summoner is also considered to be a target of that spell. Such a summoner gains his normal defenses against the spell, such as a saving throw and spell resistance, and cannot be affected if he is on another plane of existence.","<p>You exploit the invisible, mystic connection between the target creature and its summoner to harm that summoner. Whenever the target's summoned creature is the target of a spell that deals damage, the target's summoner is also considered to be a target of that spell. Such a summoner gains his normal defenses against the spell, such as a saving throw and spell resistance, and cannot be affected if he is on another plane of existence.</p>",Ultimate Combat,1,1,1,0,0,5,5,4,NULL,NULL,NULL,NULL,NULL,4,5,NULL,4,NULL,NULL,,5,,The target takes damage whenever its summoned creature does.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summoner Conduit,1416,NULL,,,,,0
Sun Metal,transmutation,,fire,"cleric/oracle 1, paladin 1, ranger 1",1 standard action,"V, S",0,touch,,,one melee weapon,1 round/level (see text),0,0,Fortitude negates (object),yes (object),"The target weapon ignites into flame that does not hurt the weapon or the wielder, but damages those hit by the weapon. When the weapon's wielder hits with this weapon, it deals an additional 1d4 points of fire damage. This damage is not multiplied in the case of a critical hit. This effect immediately ends if the weapon is submerged in water. This effect does not stack with the flaming or flaming burst weapon special ability or any other effect that grants the weapon extra fire damage. It does not function on weapons with the frost or icy burst weapon special ability or any other effect that grants a weapon extra cold damage.","<p>The target weapon ignites into flame that does not hurt the weapon or the wielder, but damages those hit by the weapon. When the weapon's wielder hits with this weapon, it deals an additional 1d4 points of fire damage. This damage is not multiplied in the case of a critical hit. This effect immediately ends if the weapon is submerged in water. This effect does not stack with the <i>flaming</i> or <i>flaming</i> burst weapon special ability or any other effect that grants the weapon extra fire damage. It does not function on weapons with the <i>frost</i> or <i>icy burst</i> weapon special ability or any other effect that grants a weapon extra cold damage.</p>",Ultimate Combat,1,1,0,0,0,NULL,NULL,1,NULL,1,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL,,1,,Weapon touched bursts into flames.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Sun Metal,1417,NULL,,,"The additional damage dealt by the weapon increases to 1d6 points of fire damage. Any creature struck by the weapon is dazzled for 1 round (no saving throw). On a critical hit, the target is blinded for 1 round (Fortitude negates, DC equal to the DC of the spell).",,1
Symbol of Striking,illusion,shadow,,"cleric 5/oracle 5, magus 5, sorcerer/wizard 5, witch 5",10 minutes,"V, S, M (a masterwork melee weapon costing at least 300 gp)",1,0 ft.; see text,,one symbol,,see text,0,0,"Will half, see text","yes, see text","This spell functions like symbol of death, except that using the material component, you scribe a symbol of striking so it fills a 5-foot square. Once triggered, the symbol of striking glows and lasts for 10 minutes per caster level or until it has made a number of attacks of opportunity equal to your level, whichever comes first. When triggered, the symbol threatens its area and the area around it as if it were a Medium creature wielding a magic version of the weapon you used as the material component. Using your caster level + 1 + your Intelligence modifier (magus, witch, wizard) or Wisdom modifier (cleric) or Charisma modifier (oracle, sorcerer) as its attack bonus, the symbol can make a number of attacks of opportunity each round equal to 1 + the same ability score modifier you used to determine its attack bonus. It gains a bonus on damage rolls equal to the same ability score modifier you used to determine its attack bonus. A shadowy version of you wielding the material component appears to make these attacks. The symbol attacks any non-attuned creature that provokes an attack of opportunity from the symbol. However, when the symbol first attacks a creature, the symbol must overcome that creature's spell resistance or be rendered unable to harm it. The symbol never again attacks such creatures. Further, when the symbol first attacks a creature, a successful Will saving throw allows the creature to see the shadow nature of the attacks and take half damage when such attacks hit.","<p>This spell functions like <i>symbol of death</i>, except that using the material component, you scribe a <i>symbol of striking</i> so it fills a 5-foot square. Once triggered, the <i>symbol of striking</i> glows and lasts for 10 minutes per caster level or until it has made a number of attacks of opportunity equal to your level, whichever comes first. When triggered, the symbol threatens its area and the area around it as if it were a Medium creature wielding a magic version of the weapon you used as the material component. Using your caster level + 1 + your Intelligence modifier (magus, witch, wizard) or Wisdom modifier (cleric) or Charisma modifier (oracle, sorcerer) as its attack bonus, the symbol can make a number of attacks of opportunity each round equal to 1 + the same ability score modifier you used to determine its attack bonus. It gains a bonus on damage rolls equal to the same ability score modifier you used to determine its attack bonus. A shadowy version of you wielding the material component appears to make these attacks. The symbol attacks any non-attuned creature that provokes an attack of opportunity from the symbol. However, when the symbol first attacks a creature, the symbol must overcome that creature's spell resistance or be rendered unable to harm it. The symbol never again attacks such creatures. Further, when the symbol first attacks a creature, a successful Will saving throw allows the creature to see the shadow nature of the attacks and take half damage when such attacks hit.</p>",Ultimate Combat,1,1,1,0,0,5,5,5,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,5,NULL,5,,5,,"As symbol of death, but fills a 5-foot square.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Symbol of Striking,1418,300,,,,,0
Tactical Acumen,enchantment,compulsion,mind-affecting,"bard 2, inquisitor 2, magus 2, paladin 1, sorcerer/wizard 2",1 standard action,"V, S, M/DF (a small piece of a map)",0,30 ft.,"The caster and all allies within a 30-ft.-radius burst, centered on the caster",,,1 round/level (D),1,0,Will negates (harmless),yes (harmless),"Tactical acumen grants you and your allies a mastery of battlefield tactics. Whenever you would gain a bonus on attack rolls or to AC due to battlefield position, such as flanking, higher ground, or cover, you gain an additional +1 insight bonus. This bonus increases by +1 for every five caster levels above 5th you possess (maximum +4).","<p><i>Tactical acumen</i> grants you and your allies a mastery of battlefield tactics. Whenever you would gain a bonus on attack rolls or to AC due to battlefield position, such as flanking, higher ground, or cover, you gain an additional +1 insight bonus. This bonus increases by +1 for every five caster levels above 5th you possess (maximum +4).</p>",Ultimate Combat,1,1,1,0,1,2,2,NULL,NULL,NULL,2,1,NULL,NULL,NULL,2,NULL,NULL,2,,2,,You gain an additional +1 on attack rolls or to AC due to battlefield positioning.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Tactical Acumen,1419,NULL,,,,,0
Tar Pool,transmutation,,"earth, fire","druid 6, sorcerer/wizard 6, summoner 5",1 standard action,"V, S, M/DF (a ball of hardened tar)",0,close (25 ft. + 5 ft./2 levels),20-ft.-radius burst,,,1 round/level,0,0,"Reflex partial, see text",no,"You convert a layer of the ground to hot tar. Creatures in the area when the tar appears take 1d6 points of fire damage per two caster levels (maximum of 10d6) and must succeed at a Reflex save or become entangled. An entangled creature receives a saving throw each round to free itself from the tar, and can also attempt to free itself by spending a move action to attempt a Strength check or Escape Artist check (DC = spell saving throw DC). It costs 2 squares of movement to enter a square in the area of effect, and the DC of Acrobatics checks within the area of effect increases by 5. The area is difficult terrain. A creature that moves into or starts its turn in the area takes 2d6 points of fire damage and must reattempt this Reflex save or become entangled. A creature that falls prone in the area takes a -4 penalty on its Reflex save against the tar and on Strength and Escape Artist checks to escape the tar. A creature that escapes the tar still takes fire damage from the tar until the spell ends or that creature spends a full-round action removing the tar. A creature with tar on it takes a -4 penalty on Acrobatics and Fly checks made to fly with wings or similar appendages.","<p>You convert a layer of the ground to hot tar. Creatures in the area when the tar appears take 1d6 points of fire damage per two caster levels (maximum of 10d6) and must succeed at a Reflex save or become entangled. An entangled creature receives a saving throw each round to free itself from the tar, and can also attempt to free itself by spending a move action to attempt a Strength check or Escape Artist check (DC = spell saving throw DC). It costs 2 squares of movement to enter a square in the area of effect, and the DC of Acrobatics checks within the area of effect increases by 5. The area is difficult terrain. A creature that moves into or starts its turn in the area takes 2d6 points of fire damage and must reattempt this Reflex save or become entangled. A creature that falls prone in the area takes a -4 penalty on its Reflex save against the tar and on Strength and Escape Artist checks to escape the tar. A creature that escapes the tar still takes fire damage from the tar until the spell ends or that creature spends a full-round action removing the tar. A creature with tar on it takes a -4 penalty on Acrobatics and Fly checks made to fly with wings or similar appendages.</p>",Ultimate Combat,1,1,1,0,1,6,6,NULL,6,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,,6,,Converts the top layer of the ground into hot tar.,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Tar Pool,1420,NULL,,,,,0
